Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-18 19:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-18 19:00:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-18 20:12:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-18 20:12:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 19:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 19:13:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 19:01:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 19:01:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 19:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 19:03:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 20:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 20:13:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 20:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 20:03:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 19:01:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 19:01:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 19:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 19:00:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 19:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 19:03:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 20:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 20:11:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 19:03:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 19:03:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 19:08:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 19:08:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-19 20:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-19 20:05:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 19:15:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 19:15:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 20:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 20:11:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 19:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 19:00:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 19:06:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 19:06:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 19:08:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 19:08:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 19:08:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 19:08:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 20:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 20:11:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 19:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 19:13:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 20:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 20:10:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 20:12:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 20:12:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 20:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 20:10:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-20 19:01:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-20 19:01:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 20:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 20:05:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 20:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 20:09:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 19:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 19:11:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 20:06:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 20:06:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 20:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 20:10:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 20:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 20:11:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 20:12:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 20:12:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 20:08:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 20:08:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 19:01:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 19:01:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 19:10:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 19:10:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 19:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 19:09:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-21 19:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-21 19:11:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 20:09:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 20:09:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 19:08:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 19:08:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 19:12:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 19:12:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 20:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 20:00:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 19:00:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 19:00:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 20:14:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 20:14:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 20:08:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 20:08:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 19:12:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 19:12:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 19:11:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 19:11:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 19:02:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 19:02:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 20:13:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 20:13:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-22 20:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-22 20:05:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-23 20:05:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-23 20:05:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-23 20:02:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-23 20:02:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-23 19:04:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-23 19:04:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-23 19:15:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-23 19:15:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-23 19:01:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-23 19:01:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
Error for movie Detective Conan Movie 01: The Time Bombed Skyscraper (ID: 8) time 2026-01-23 20:15:00: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'room_id' cannot be null (Connection: mysql, SQL: insert into `showtimes` (`movie_id`, `room_id`, `start_time`, `base_price`, `updated_at`, `created_at`) values (8, ?, 2026-01-23 20:15:00, 100000, 2026-01-18 08:22:16, 2026-01-18 08:22:16))
